,Company_ID,CollarID,Fromdepth,Todepth,Comment,CET_Comment,Comment_Score,detailed_lithology,lithology_subgroup,lithology_group,Lithologies,Scores
5225,592,2182235,26,28.0,White clays,mud,101,mud,sediment_clastic,sediment,mud,101
5226,592,2182235,28,30.0,White clays,mud,101,mud,sediment_clastic,sediment,mud,101
5227,592,2182235,30,32.0,White clays,mud,101,mud,sediment_clastic,sediment,mud,101
5228,592,2182235,32,34.0,White clays,mud,101,mud,sediment_clastic,sediment,mud,101
5229,592,2182235,34,36.0,White clays,mud,101,mud,sediment_clastic,sediment,mud,101
5230,592,2182235,36,38.0,White clays,mud,101,mud,sediment_clastic,sediment,mud,101
5231,592,2182235,38,40.0,White clays,mud,101,mud,sediment_clastic,sediment,mud,101
5232,592,2182235,40,42.0,White clays,mud,101,mud,sediment_clastic,sediment,mud,101
5233,592,2182235,42,44.0,White clays,mud,101,mud,sediment_clastic,sediment,mud,101
5234,592,2182235,66,68.0,White clays,mud,101,mud,sediment_clastic,sediment,mud,101
5235,592,2182235,68,70.0,White clays,mud,101,mud,sediment_clastic,sediment,mud,101
5236,592,2182235,70,72.0,White clays,mud,101,mud,sediment_clastic,sediment,mud,101
5237,592,2182235,72,74.0,White clays,mud,101,mud,sediment_clastic,sediment,mud,101
5238,592,2182235,74,76.0,White clays,mud,101,mud,sediment_clastic,sediment,mud,101
5239,592,2182235,130,132.0,?Dol shale. Also Cc VN. No apparent Xine dol,mudstone,100,mudstone,clastic,sedimentary_rock,mudstone,100
