,CODE,UNITNAME,DESCRIPTN,lithos,distance,GROUP_,FORMATION,MEMBER,BED,LITHNAME1,LITHNAME2,ROCKTYPE1,ROCKTYPE2
844,A-AN-gmap,Annean Supersuite,"Fine-grained monzogranite, commonly as dykes in greenstones; quartz(?feldspar)-porphyritic to locally equigranular; locally schistose",monzogranite,217446.19706997852,,,,,monzogranite,,igneous granitic,
1697,A-AN-jmod-mib,Annean Supersuite,Metadolerite typically with large (up to 100 m) inclusions of metamorphosed banded iron-formation; locally strongly sheared and recrystallized,"iron-formation,metadolerite",199721.18084942977,,,,,metadolerite,meta-banded iron formation,meta-igneous mafic intrusive,metasedimentary other chemical: meta-iron formation
446,A-AN-mggs,Annean Supersuite,Biotite metagranodiorite; strongly foliated; commonly with pegmatite and leucogranite veins,"metagranodiorite,leucogranite,pegmatite",205563.59303975676,,,,,metagranodiorite,,meta-igneous felsic intrusive,
665,A-AN-mgn,Annean Supersuite,Medium-grained granitic gneiss; locally muscovite-bearing; strongly foliated,"gneiss,granitic",209613.1826640915,,,,,granitic gneiss,,meta-igneous felsic intrusive,
339,A-AN-mgtn,Annean Supersuite,Fine-grained biotite tonalite gneiss; includes crosscutting younger phases and pegmatites,"gneiss,tonalite",143281.69294698077,,,,,metatonalite,,meta-igneous felsic intrusive,
1608,A-AN-od,Annean Supersuite,"Dolerite grading into metadolerite, locally schistose; metamorphosed","dolerite,metadolerite",123954.04821933394,,,,,dolerite,,igneous mafic intrusive,
492,A-ANC-mg,Cullculli Suite,"Metatonalite, metagranodiorite, and metatrondhjemite; typically hornblende bearing, and with common mafic clots","metatonalite,mafic,metagranodiorite,metatrondhjemite",207501.1369287284,,,,,metagranitic rock,,meta-igneous felsic intrusive,
3609,A-ANC-mgga,Cullculli Suite,Hornblende-bearing metagranodiorite with minor metatonalite; contains scattered small mafic xenoliths,"metagranodiorite,metatonalite,mafic",152647.65432639426,,,,,metagranodiorite,,meta-igneous felsic intrusive,
485,A-ANC-mgta,Cullculli Suite,"Metatonalite with hornblende phenocrysts and common, small, elliptical mafic xenoliths","metatonalite,mafic",215019.85862665556,,,,,metatonalite,,meta-igneous felsic intrusive,
1641,A-ANK-gg,Mount Kenneth Suite,"Granodiorite, typically with sparsely distributed biotite schlieren; locally with rafts of amphibolite; metamorphosed","granodiorite,amphibolite",207746.10469398077,,,,,granodiorite,,igneous granitic,
1017,A-ANK-gt,Mount Kenneth Suite,"Tonalite, typically with plagioclase and hornblende phenocrysts; locally sheared; includes rafts of amphibolite; metamorphosed","tonalite,amphibolite",210109.411785735,,,,,tonalite,,igneous granitic,
3435,A-ANK-jmg-md,Mount Kenneth Suite,"Metagranitic rock, locally sheared with abundant rafts and lenses of sheared quartzite, psammite, and pelite","metagranitic,pelite,psammite,quartzite",144622.4736703163,,,,,metagranitic rock,metasiliciclastic rock,meta-igneous felsic intrusive,metasedimentary siliciclastic
1540,A-ANK-jmgg-mog,Mount Kenneth Suite,Metagranodiorite to metamonzogranite with muscovite-rich patches; abundant decimetre-sized rafts of metagabbro; locally strongly schistose,"metagranodiorite,metamonzogranite,metagabbro",125672.27849856165,,,,,metagranodiorite,metagabbro,meta-igneous felsic intrusive,meta-igneous mafic intrusive
1511,A-ANK-jmggn-mus,Mount Kenneth Suite,Gneissose metagranodiorite with abundant rafts of ultramafic schist; locally strongly sheared,"metagranodiorite,schist,ultramafic",122988.07074973651,,,,,metagranodiorite,ultramafic schist; volcanic or undivided,meta-igneous felsic intrusive,meta-igneous ultramafic volcanic or undivided
3463,A-ANK-mg,Mount Kenneth Suite,"Metagranitic rock, locally sheared; includes deeply weathered rocks",metagranitic,123489.2055506969,,,,,metagranitic rock,,meta-igneous felsic intrusive,
1374,A-ANK-mgg,Mount Kenneth Suite,"Metagranodiorite, typically with sparse biotite schlieren; locally with rafts of amphibolite derived from intrusive rocks","metagranodiorite,amphibolite",169656.94287325995,,,,,metagranodiorite,,meta-igneous felsic intrusive,
3292,A-ANK-mgs,Mount Kenneth Suite,"Schistose metagranitic rock, locally strongly sheared; includes deeply weathered rocks",metagranitic,147716.6986229557,,,,,granitic schist,,meta-igneous felsic intrusive,
1525,A-ANK-mgta,Mount Kenneth Suite,Amphibole-rich metatonalite; locally sheared,metatonalite,124717.78206243346,,,,,metatonalite,,meta-igneous felsic intrusive,
1988,A-ANR-jmg-mwa,Rothsay Suite,Heterogeneous metagranite with abundant rafts of amphibolite; commonly with abundant pegmatite,"amphibolite,metagranite,pegmatite",85664.77614352372,,,,,metagranitic rock,amphibolite,meta-igneous felsic intrusive,meta-igneous mafic
1984,A-ANR-mgg,Rothsay Suite,"Porphyritic to equigranular, medium- to coarse-grained metagranodiorite; magmatic foliation, in places with moderate solid-state overprint",metagranodiorite,86759.47900193564,,,,,metagranodiorite,,meta-igneous felsic intrusive,
1987,A-ANR-mgms,Rothsay Suite,"Foliated biotite metamonzogranite, with local K-feldspar phenocrysts; common pegmatite veins","metamonzogranite,pegmatite",84519.2441022561,,,,,metamonzogranite,,meta-igneous felsic intrusive,
1927,A-ANW-ap,Warriedar Suite,Peridotite; relict cumulate textures preserved locally; minor pyroxenite; metamorphosed; typically serpentinized,"peridotite,pyroxenite",17506.90131438285,,,,,pyroxene peridotite,,igneous ultramafic intrusive,
2176,A-ANW-ax,Warriedar Suite,Pyroxenite; relict cumulate textures preserved locally; minor peridotite; metamorphosed; typically serpentinized,"pyroxenite,peridotite",17963.74498578216,,,,,pyroxenite (intrusive),,igneous ultramafic intrusive,
3277,A-ANW-masr,Warriedar Suite,Ultramafic talc?tremolite?serpentine?magnetite schist; locally strongly sheared,"schist,ultramafic",17643.7966143261,,,,,ultramafic schist derived from intrusive rock,,meta-igneous ultramafic intrusive,
3276,A-ANW-mat,Warriedar Suite,Serpentinite derived from intrusive rocks; locally strongly sheared and talc rich,serpentinite,17836.745008940874,,,,,serpentinite derived from intrusive rock,,meta-igneous ultramafic intrusive,
3009,A-ANW-mog,Warriedar Suite,"Metagabbro; locally with layers of metaleucogabbro, metagabbronorite, metadolerite and minor metapyroxenite; includes amphibole-porphyroblastic metagabbro and metadolerite; typically weakly schistose","metagabbro,metadolerite,metadolerite,metagabbro,metagabbronorite,metaleucogabbro,metapyroxenite",27618.29198795381,,,,,metagabbro,,meta-igneous mafic intrusive,
2968,A-ANW-mogs,Warriedar Suite,Gabbroic schist; plagioclase?epidote?actinolite?chlorite±hornblende assemblage,schist,39659.045177439344,,,,,metagabbro,,meta-igneous mafic intrusive,
2823,A-ANW-od,Warriedar Suite,Dolerite; metamorphosed,dolerite,17617.90973171973,,,,,dolerite,,igneous mafic intrusive,
2818,A-ANW-og,Warriedar Suite,"Gabbro; locally includes layers of leucogabbro, gabbronorite, dolerite, minor pyroxenite and pegmatitic gabbro; metamorphosed","gabbro,dolerite,gabbro,gabbronorite,leucogabbro,pyroxenite",18185.07150389955,,,,,gabbro,,igneous mafic intrusive,
2881,A-ANW-xax-og,Warriedar Suite,"Basal pyroxenite to pyroxene peridotite, typically showing cumulate textures; gabbro?leucogabbro in central to upper parts, locally layered and with doleritic or granophyric top contacts; metamorphosed","peridotite,pyroxenite,gabbro?leucogabbro",18027.72667532852,,,,,pyroxenite (intrusive),gabbro,igneous ultramafic intrusive,igneous mafic intrusive
1901,A-ANW-xog-od,Warriedar Suite,Interlayered gabbro and dolerite; metamorphosed,"dolerite,gabbro",17511.888576112855,,,,,gabbro,dolerite,igneous mafic intrusive,igneous mafic intrusive
3474,A-ANco-mgti,Courin Granodiorite,Migmatitic metatonalite with stromatic mesosomes of metatonalite and leucosomes of metamonzogranite; rare melanosomes of biotite metadiorite,"metamonzogranite,metatonalite,metatonalite,metadiorite",121086.50209615215,,Courin Granodiorite,,,metatonalite,,meta-igneous felsic intrusive,
3485,A-ANco-xmgmn-mggs,Courin Granodiorite,Interlayered monzogranitic augen gneiss and granodiorite schist on a metre-scale; locally lineated,"gneiss,granodiorite,schist",114144.20572034268,,Courin Granodiorite,,,metamonzogranite,metagranodiorite,meta-igneous felsic intrusive,meta-igneous felsic intrusive
662,A-ANct-gtl,Cue Tonalite,Leucocratic tonalite; medium to coarse grained; metamorphosed,tonalite,216887.16624884974,,Cue Tonalite,,,tonalite,,igneous granitic,
2174,A-ANed-mog,Edamurta Gabbro,"Metagabbro, typically deformed with greenschist to amphibolite facies assemblages; locally with relict igneous texture; locally garnet-bearing","metagabbro,amphibolite",71900.2393532375,,Edamurta Gabbro,,,metagabbro,,meta-igneous mafic intrusive,
