,Company_ID,CollarID,Fromdepth,Todepth,Comment,CET_Comment,Comment_Score,detailed_lithology,lithology_subgroup,lithology_group
708,592,2181769,22,23.7,30% red brown maghemite and biffy granules and pebbles in cream clay matrix.,mud,100,mud,sediment_clastic,sediment
709,592,2181769,23,24.4,Hardcap overprinting trans cover.,cover,101,cover,natural_superficial_ground,surficial_rock
710,592,2181769,24,25.1,65% matrix supported maghemite pisoids and subrounded granules and pebbles to 8mm in cream clay matrix.,mud,100,mud,sediment_clastic,sediment
711,592,2181769,25,30.8,25-50cm bands of vughy hardcap interlayered with 25-75cm bands of maghemite granules and pebbles matrix supported in cream clays. Large boulder of well bedded  goethitic hematite mt newman27.75-28.25m smaller goethite cobbles@ 30 30.5 and 30.7m.,mud,100,mud,sediment_clastic,sediment
712,592,2181769,30,36.5,Coarsely graded bed/interval. Upper - clay dominated containing maghemite pisoids and lithic min MtN pebbles to 1cm. Lower part dom by subang goeth pebbles of bedded MtN to 5cm in clay matrix with min maghemite pisoids and pebbles.,gravel,101,gravel,sediment_clastic,sediment
713,592,2181769,36,38.8,Yellow brown ferruginous and limonitic shales with minor harder goethitic beds to 2cm. Rare rounded clay pods to 4cm visible on core surface.,mud,100,mud,sediment_clastic,sediment
714,592,2181769,38,40.1,Massive rarely vught vit-goethite 10-30cm interlayered with Ferruginous shales. Shales contain clay pods to 7cm.,mud,100,mud,sediment_clastic,sediment
715,592,2181769,40,46.5,Mottled ferruginous shales with irregular zones of hard goethitisation and pods of clay to 10cm.,mud,100,mud,sediment_clastic,sediment
716,592,2181769,46,48.6,Red Brown Ferruginous and Limonitic shales weakly stained red brown by rare hematitic goethite. Well bedded with minor clay pods to 7cm.,mud,100,mud,sediment_clastic,sediment
717,592,2181769,48,49.2,Yellow and white shale marker horizon.,mudstone,100,mudstone,clastic,sedimentary_rock
718,592,2181769,49,53.5,Dark yellow brown bedded Ferruginous shale and goethitic shale.,mudstone,101,mudstone,clastic,sedimentary_rock
719,592,2181769,53,54.3,Yellow Pink shale marker horizon.,mudstone,100,mudstone,clastic,sedimentary_rock
720,592,2181769,54,59.6,Dark yellow brown ferruginous shale. Minor limonitic shale bands to 50 cm displaying dicey broken texture.,mudstone,100,mudstone,clastic,sedimentary_rock
721,592,2181769,59,60.9,Light red brown hematitic and goethitic ferruginous shale. 3 cm Biffy chert bads @ 50.9 and 60.1m,mudstone,100,mudstone,clastic,sedimentary_rock
722,592,2181769,63,66.0,Unmineralised Mt Newman. Grey microbanded biffy cherts YB goethitic stained biffy cherts and minor 5-50cm hematitic shale bands.,mudstone,100,mudstone,clastic,sedimentary_rock
