,Company_ID,CollarID,Fromdepth,Todepth,Comment,CET_Comment,Comment_Score,detailed_lithology,lithology_subgroup,lithology_group
2517,592,2182009,78,80.0,crystalline dolomite,dolostone,101,dolostone,carbonate,sedimentary_rock
2518,592,2182009,80,82.0,crystalline dolomite,dolostone,101,dolostone,carbonate,sedimentary_rock
2519,592,2182009,82,84.0,crystalline dolomite,dolostone,101,dolostone,carbonate,sedimentary_rock
2520,592,2182009,84,86.0,crystalline dolomite,dolostone,101,dolostone,carbonate,sedimentary_rock
2521,592,2182009,86,88.0,crystalline dolomite,dolostone,101,dolostone,carbonate,sedimentary_rock
2522,592,2182009,88,90.0,crystalline dolomite,dolostone,101,dolostone,carbonate,sedimentary_rock
2523,592,2182009,90,92.0,crystalline dolomite,dolostone,101,dolostone,carbonate,sedimentary_rock
2524,592,2182009,92,94.0,crystalline dolomite,dolostone,101,dolostone,carbonate,sedimentary_rock
2525,592,2182009,94,96.0,crystalline dolomite,dolostone,101,dolostone,carbonate,sedimentary_rock
2526,592,2182009,96,98.0,crystalline dolomite,dolostone,101,dolostone,carbonate,sedimentary_rock
2527,592,2182009,98,100.0,crystalline dolomite,dolostone,101,dolostone,carbonate,sedimentary_rock
2528,592,2182009,100,102.0,crystalline dolomite,dolostone,101,dolostone,carbonate,sedimentary_rock
2529,592,2182009,102,104.0,crystalline dolomite,dolostone,101,dolostone,carbonate,sedimentary_rock
2530,592,2182009,104,106.0,crystalline dolomite,dolostone,101,dolostone,carbonate,sedimentary_rock
2531,592,2182009,106,108.0,crystalline dolomite,dolostone,101,dolostone,carbonate,sedimentary_rock
2532,592,2182009,108,110.0,crystalline dolomite,dolostone,101,dolostone,carbonate,sedimentary_rock
2533,592,2182009,110,112.0,crystalline dolomite,dolostone,101,dolostone,carbonate,sedimentary_rock
2534,592,2182009,112,114.0,crystalline dolomite,dolostone,101,dolostone,carbonate,sedimentary_rock
2535,592,2182009,114,116.0,crystalline dolomite,dolostone,101,dolostone,carbonate,sedimentary_rock
2536,592,2182009,116,118.0,crystalline dolomite,dolostone,101,dolostone,carbonate,sedimentary_rock
2537,592,2182009,118,120.0,crystalline dolomite,dolostone,101,dolostone,carbonate,sedimentary_rock
2538,592,2182009,120,122.0,crystalline dolomite,dolostone,101,dolostone,carbonate,sedimentary_rock
2539,592,2182009,122,124.0,crystalline dolomite,dolostone,101,dolostone,carbonate,sedimentary_rock
2540,592,2182009,124,126.0,crystalline dolomite,dolostone,101,dolostone,carbonate,sedimentary_rock
2541,592,2182009,126,128.0,crystalline dolomite,dolostone,101,dolostone,carbonate,sedimentary_rock
2542,592,2182009,128,130.0,crystalline dolomite,dolostone,101,dolostone,carbonate,sedimentary_rock
2543,592,2182009,130,132.0,crystalline dolomite,dolostone,101,dolostone,carbonate,sedimentary_rock
2544,592,2182009,132,134.0,crystalline dolomite,dolostone,101,dolostone,carbonate,sedimentary_rock
2545,592,2182009,134,136.0,crystalline dolomite,dolostone,101,dolostone,carbonate,sedimentary_rock
2546,592,2182009,136,138.0,crystalline dolomite,dolostone,101,dolostone,carbonate,sedimentary_rock
2547,592,2182009,138,140.0,crystalline dolomite,dolostone,101,dolostone,carbonate,sedimentary_rock
2548,592,2182009,140,142.0,crystalline dolomite,dolostone,101,dolostone,carbonate,sedimentary_rock
2549,592,2182009,142,144.0,crystalline dolomite,dolostone,101,dolostone,carbonate,sedimentary_rock
2550,592,2182009,144,146.0,crystalline dolomite,dolostone,101,dolostone,carbonate,sedimentary_rock
2551,592,2182009,146,148.0,crystalline dolomite,dolostone,101,dolostone,carbonate,sedimentary_rock
2552,592,2182009,148,150.0,crystalline dolomite,dolostone,101,dolostone,carbonate,sedimentary_rock
2553,592,2182009,150,152.0,crystalline dolomite,dolostone,101,dolostone,carbonate,sedimentary_rock
2554,592,2182009,152,154.0,crystalline dolomite,dolostone,101,dolostone,carbonate,sedimentary_rock
2555,592,2182009,154,156.0,crystalline dolomite,dolostone,101,dolostone,carbonate,sedimentary_rock
2556,592,2182009,156,158.0,crystalline dolomite,dolostone,101,dolostone,carbonate,sedimentary_rock
2557,592,2182009,158,160.0,crystalline dolomite,dolostone,101,dolostone,carbonate,sedimentary_rock
2558,592,2182009,160,162.0,crystalline dolomite,dolostone,101,dolostone,carbonate,sedimentary_rock
2559,592,2182009,162,164.0,crystalline dolomite,dolostone,101,dolostone,carbonate,sedimentary_rock
2560,592,2182009,164,166.0,crystalline dolomite,dolostone,101,dolostone,carbonate,sedimentary_rock
2561,592,2182009,166,168.0,crystalline dolomite,dolostone,101,dolostone,carbonate,sedimentary_rock
2562,592,2182009,168,170.0,crystalline dolomite,dolostone,101,dolostone,carbonate,sedimentary_rock
2563,592,2182009,170,172.0,crystalline dolomite,dolostone,101,dolostone,carbonate,sedimentary_rock
2564,592,2182009,172,174.0,crystalline dolomite,dolostone,101,dolostone,carbonate,sedimentary_rock
2565,592,2182009,174,176.0,crystalline dolomite,dolostone,101,dolostone,carbonate,sedimentary_rock
2566,592,2182009,176,178.0,crystalline dolomite,dolostone,101,dolostone,carbonate,sedimentary_rock
