,Company_ID,CollarID,Fromdepth,Todepth,Comment,CET_Comment,Comment_Score,detailed_lithology,lithology_subgroup,lithology_group
1751,592,2181855,42,44.0,pisolitic trans vitreous G & cly,pisolith,100,pisolith,residual_deposit,surficial_rock
1752,592,2181855,44,46.0,pisolitic trans vitreous G & cly,pisolith,100,pisolith,residual_deposit,surficial_rock
1753,592,2181855,46,48.0,pisolitic trans vitreous G & cly,pisolith,100,pisolith,residual_deposit,surficial_rock
1754,592,2181855,60,62.0,hardcappy but clay rich - mixture lithologies,mud,100,mud,sediment_clastic,sediment
1755,592,2181855,62,64.0,hardcappy but clay rich - mixture lithologies,mud,100,mud,sediment_clastic,sediment
1756,592,2181855,64,66.0,hardcappy but clay rich - mixture lithologies,mud,100,mud,sediment_clastic,sediment
1757,592,2181855,66,68.0,hardcappy but clay rich - mixture lithologies,mud,100,mud,sediment_clastic,sediment
1758,592,2181855,78,80.0,clay after BEd shales,mud,100,mud,sediment_clastic,sediment
1759,592,2181855,80,82.0,clay after BEd shales,mud,100,mud,sediment_clastic,sediment
1760,592,2181855,82,84.0,clay after BEd shales,mud,100,mud,sediment_clastic,sediment
1761,592,2181855,84,86.0,clay after BEd shales,mud,100,mud,sediment_clastic,sediment
1762,592,2181855,86,88.0,clay after BEd shales,mud,100,mud,sediment_clastic,sediment
1763,592,2181855,88,90.0,clay after BEd shales,mud,100,mud,sediment_clastic,sediment
1764,592,2181855,90,92.0,clay after BEd shales,mud,100,mud,sediment_clastic,sediment
1765,592,2181855,92,94.0,clay after BEd shales,mud,100,mud,sediment_clastic,sediment
1766,592,2181855,94,96.0,clay after BEd shales,mud,100,mud,sediment_clastic,sediment
1767,592,2181855,124,126.0,harder more siliceous? G/1>oG and pink clay after shale marker bed?,mud,100,mud,sediment_clastic,sediment
1768,592,2181855,134,136.0,HARD - large amount goethitised chert,chert,101,chert,siliceous,sedimentary_rock
1769,592,2181855,146,148.0,hematitic chert? Coming out of enrichd zone,chert,100,chert,siliceous,sedimentary_rock
1770,592,2181855,148,150.0,marker - hematitic BIF,banded_iron_formation,101,banded_iron_formation,ore,mineralisation
1771,592,2181855,150,152.0,marker - hematitic BIF,banded_iron_formation,101,banded_iron_formation,ore,mineralisation
1772,592,2181855,152,154.0,unenriched BIF,banded_iron_formation,101,banded_iron_formation,ore,mineralisation
1773,592,2181855,154,156.0,unenriched BIF,banded_iron_formation,101,banded_iron_formation,ore,mineralisation
1774,592,2181855,156,158.0,unenriched BIF,banded_iron_formation,101,banded_iron_formation,ore,mineralisation
1775,592,2181855,158,160.0,unenriched BIF,banded_iron_formation,101,banded_iron_formation,ore,mineralisation
1776,592,2181855,160,162.0,EOH; unenriched BIF,banded_iron_formation,101,banded_iron_formation,ore,mineralisation
