,Company_ID,CollarID,Fromdepth,Todepth,Comment,CET_Comment,Comment_Score,detailed_lithology,lithology_subgroup,lithology_group
4053,592,2182138,78,80.0,talcy clay,mud,101,mud,sediment_clastic,sediment
4054,592,2182138,80,82.0,talcy clay,mud,101,mud,sediment_clastic,sediment
4055,592,2182138,144,146.0,Vein quartz,vein,101,vein,fillings,texture_structure
4056,592,2182138,146,148.0,Vein quartz,vein,101,vein,fillings,texture_structure
4057,592,2182138,148,150.0,Vein quartz,vein,101,vein,fillings,texture_structure
4058,592,2182138,152,154.0,weathered Mn shale,mudstone,101,mudstone,clastic,sedimentary_rock
4059,592,2182138,154,156.0,weathered Mn shale,mudstone,101,mudstone,clastic,sedimentary_rock
4060,592,2182138,156,158.0,weathered Mn shale,mudstone,101,mudstone,clastic,sedimentary_rock
4061,592,2182138,158,160.0,weathered Mn shale,mudstone,101,mudstone,clastic,sedimentary_rock
4062,592,2182138,160,162.0,weathered Mn shale,mudstone,101,mudstone,clastic,sedimentary_rock
4063,592,2182138,162,164.0,weathered Mn shale,mudstone,101,mudstone,clastic,sedimentary_rock
4064,592,2182138,164,166.0,weathered Mn shale,mudstone,101,mudstone,clastic,sedimentary_rock
4065,592,2182138,166,168.0,weathered Mn shale,mudstone,101,mudstone,clastic,sedimentary_rock
4066,592,2182138,168,170.0,weathered Mn shale,mudstone,101,mudstone,clastic,sedimentary_rock
4067,592,2182138,170,172.0,weathered Mn shale,mudstone,101,mudstone,clastic,sedimentary_rock
4068,592,2182138,172,174.0,weathered Mn shale,mudstone,101,mudstone,clastic,sedimentary_rock
4069,592,2182138,174,176.0,weathered Mn shale,mudstone,101,mudstone,clastic,sedimentary_rock
4070,592,2182138,176,178.0,weathered Mn shale,mudstone,101,mudstone,clastic,sedimentary_rock
4071,592,2182138,178,180.0,weathered Mn shale,mudstone,101,mudstone,clastic,sedimentary_rock
4072,592,2182138,180,182.0,weathered Mn shale,mudstone,101,mudstone,clastic,sedimentary_rock
4073,592,2182138,182,184.0,weathered Mn shale,mudstone,101,mudstone,clastic,sedimentary_rock
4074,592,2182138,184,186.0,weathered Mn shale,mudstone,101,mudstone,clastic,sedimentary_rock
4075,592,2182138,190,192.0,weathered Mn shale,mudstone,101,mudstone,clastic,sedimentary_rock
4076,592,2182138,192,194.0,weathered Mn shale,mudstone,101,mudstone,clastic,sedimentary_rock
4077,592,2182138,194,196.0,weathered Mn shale,mudstone,101,mudstone,clastic,sedimentary_rock
4078,592,2182138,196,198.0,weathered Mn shale,mudstone,101,mudstone,clastic,sedimentary_rock
4079,592,2182138,198,200.0,weathered Mn shale,mudstone,101,mudstone,clastic,sedimentary_rock
4080,592,2182138,200,202.0,weathered Mn shale,mudstone,101,mudstone,clastic,sedimentary_rock
4081,592,2182138,202,204.0,weathered Mn shale,mudstone,101,mudstone,clastic,sedimentary_rock
4082,592,2182138,210,212.0,Biffy chert,chert,101,chert,siliceous,sedimentary_rock
4083,592,2182138,212,214.0,Biffy chert,chert,101,chert,siliceous,sedimentary_rock
4084,592,2182138,214,216.0,Biffy chert,chert,101,chert,siliceous,sedimentary_rock
