,CODE,UNITNAME,DESCRIPTN,lithos,distance,GROUP_,FORMATION,MEMBER,BED,LITHNAME1,LITHNAME2,ROCKTYPE1,ROCKTYPE2
2473,A-CE-g,Cleland Supersuite,"Monzogranite, granodiorite, and tonalite; local gabbro and dolerite; variably metamorphosed","monzogranite,dolerite,gabbro,granodiorite,tonalite",258287.5200419558,,,,,,,igneous granitic,
2234,A-EM-g,Emu Pool Supersuite,Monzogranite and granodiorite; minor trondhjemite; metamorphosed,"granodiorite,monzogranite,trondhjemite",221179.2427249924,,,,,,,igneous granitic,
524,A-FO-mos,Fortescue Group,Metagabbro and metadolerite; sheared,"metadolerite,metagabbro",228330.0509208025,Fortescue Group,,,,mafic schist derived from intrusive rock,,meta-igneous mafic intrusive,
591,A-FO-od,Fortescue Group,Dolerite dyke or sill,dolerite,229195.73721879214,Fortescue Group,,,,dolerite,,igneous mafic intrusive,
906,A-FOh-xs-f,Hardey Formation,Sedimentary and felsic volcanic rocks; local intrusive rocks,volcanic,221630.81833532502,Fortescue Group,Hardey Formation,,,,,sedimentary siliciclastic,igneous felsic volcanic
1016,A-FOhb-fr,Bamboo Creek Member,"Rhyolite, rhyodacite, and dacite in flows and subvolcanic intrusions; alkali feldspar and quartz phenocrysts; volcanic breccia, welded ignimbrite, with accretionary lapilli; resedimented pyroclastic deposits","rhyolite,dacite,rhyodacite,volcanic",251788.95645579218,Fortescue Group,Hardey Formation,Bamboo Creek Member,,rhyolite,,igneous felsic volcanic,
2438,A-FOhi-f,Koongaling Volcanic Member,"Porphoryritic and fine-grained dacite, rhyodacite, rhyolite lava","dacite,rhyodacite,rhyolite",219462.51785088246,Fortescue Group,Hardey Formation,Koongaling Volcanic Member,,,,igneous felsic volcanic,
31524,A-FOj-s,Jeerinah Formation,"Siliciclastic sedimentary rocks, local volcanic rocks, and dolerite sills","siliciclastic,dolerite,volcanic",223344.73046629058,Fortescue Group,Jeerinah Formation,,,,,sedimentary siliciclastic,
2642,A-FOji-fr,Isabella Member,"Fine-grained, massive rhyolite; quartz or carbonate amygdales; possible intrusion","rhyolite,carbonate",224471.74666334206,Fortescue Group,Jeerinah Formation,Isabella Member,,rhyolite,,igneous felsic volcanic,
2643,A-FOk-b,Kylena Formation,"Massive, amygdaloidal, and vesicular basalt and basaltic andesite; local komatiitic basalt, dacite, and rhyolite","andesite,basalt,basalt,dacite,rhyolite",215591.0340459419,Fortescue Group,Kylena Formation,,,,,igneous mafic volcanic,
324,A-FOm-b,Maddina Formation,"Massive, amygdaloidal, or vesicular basalt and basaltic andesite; local komatiitic basalt, dacite, and rhyolite","andesite,basalt,basalt,dacite,rhyolite",221568.2803564974,Fortescue Group,Maddina Formation,,,,,igneous mafic volcanic,
2647,A-FOr-b,Mount Roe Basalt,Basaltic volcanic rock; local volcaniclastic and siliciclastic rocks,"volcanic,siliciclastic,volcaniclastic",251044.53928853822,Fortescue Group,Mount Roe Basalt,,,,,igneous mafic volcanic,
2231,A-FOt-xb-k,Tumbiana Formation,Basaltic volcanic rocks and carbonate rocks,"volcanic,carbonate",219912.10029988535,Fortescue Group,Tumbiana Formation,,,,,igneous mafic volcanic,sedimentary carbonate
933,A-GCe-ca,Cleaverville Formation,"Banded iron-formation, ferruginous chert, sandstone, siltstone and shale; minor grey-white chert and felsic volcaniclastic rock; metamorphosed","iron-formation,chert,chert,sandstone,shale,siltstone,volcaniclastic",221259.48088836097,Gorge Creek Group,Cleaverville Formation,,,mixed iron formation and mudstone/siltstone,,sedimentary other chemical or biochemical,
973,A-GCu-s,Cundaline Formation,"Shale, siltstone, and wacke; local sandstone and conglomerate; metamorphosed","shale,conglomerate,sandstone,siltstone,wacke",221724.98690018372,Gorge Creek Group,Cundaline Formation,,,,,sedimentary siliciclastic,
932,A-GR-gv,Gregory Range Suite,"Granophyre; locally includes gneissic granophyre, and granophyric gneiss","granophyre,gneiss,granophyre",221453.72811771886,,,,,granophyre,,igneous granitic,
931,A-GR-mg,Gregory Range Suite,Metamorphosed granitic rocks; moderate to strong tectonic foliation,granitic,226880.00551333267,,,,,metagranitic rock,,meta-igneous felsic intrusive,
521,A-HAc-kds,Carawine Dolomite,"Massive- to well-bedded, recrystallized dolomite, and stromatolitic dolomite; minor chert",chert,223017.14601380305,Hamersley Group,Carawine Dolomite,,,dolostone/dolomite,,sedimentary carbonate,
978,A-TA-mg,Tambina Supersuite,Metatonalite and metagranodiorite; gneissic to massive; local leucocratic monzogranite,"metagranodiorite,metatonalite,monzogranite",220203.19639010515,,,,,metagranitic rock,,meta-igneous felsic intrusive,
31540,A-TA-mgti,Tambina Supersuite,Metatonalite with abundant greenstone xenoliths; massive to strongly foliated,"metatonalite,greenstone",242937.52946291762,,,,,metatonalite,,meta-igneous felsic intrusive,
911,A-mds-P,Pilbara Craton greenstones,Schistose metasedimentary rock; quartzâ??muscoviteâ??biotiteâ??sillimanite(â??cordierite) assemblages; metamorphosed quartz pebble conglomerate,conglomerate,231513.24339525218,,,,,siliciclastic schist,,metasedimentary siliciclastic,
2305,A-mu-P,Pilbara Craton greenstones,Metamorphosed ultramafic rocks,ultramafic,244430.00071183694,,,,,meta-ultramafic rock,,meta-igneous ultramafic volcanic or undivided,
936,AP_-_pj-ccx,Pinjian Chert Breccia,Chert breccia and poorly bedded chert; overlies Carawine Dolomite,"chert,chert",222809.78928172935,,Pinjian Chert Breccia,,,chert,,sedimentary other chemical or biochemical,
36807,CP-GR-sepg,Grant Group,"Sandstone, siltstone, diamictite, conglomerate, and shale; largely glacigene","sandstone,conglomerate,shale,siltstone,diamictite",214855.86237535294,Grant Group,,,,diamictite + other siliciclastic,,sedimentary siliciclastic,
31169,CP-_pa-sepg,Paterson Formation,"Conglomerate (including diamictite), sandstone, and siltstone; largely glacigene","conglomerate,sandstone,siltstone",201645.30112798585,,Paterson Formation,,,diamictite + other siliciclastic,,sedimentary siliciclastic,
35725,J-_ax-ss,Alexander Formation,"Fine- to medium-grained sandstone, mudstone","sandstone,mudstone",91520.76597664098,,Alexander Formation,,,sandstone + siltstone,,sedimentary siliciclastic,
40217,J-_bw-sp,Barbwire Sandstone,"Sandstone, lesser conglomerate; minor siltstone","sandstone,conglomerate,siltstone",191924.2947387837,,Barbwire Sandstone,,,sandstone + conglomerate,,sedimentary siliciclastic,
33859,J-_ja-sl,Jarlemai Siltstone,"Mudstone, siltstone; minor sandstone locally","mudstone,sandstone,siltstone",77697.18424959885,,Jarlemai Siltstone,,,siltstone/mudstone,,sedimentary siliciclastic,
36400,J-_wa-st,Wallal Sandstone,Sandstone; minor siltstone and conglomerate,"sandstone,conglomerate,siltstone",130112.47086317453,,Wallal Sandstone,,,sandstone,,sedimentary siliciclastic,
36521,K-_an-st,Anketell Formation,Fine-grained sandstone and siltstone; lesser coarse-grained sandstone and conglomerate,"sandstone,siltstone,conglomerate,sandstone",118099.58956383762,,Anketell Formation,,,sandstone,,sedimentary siliciclastic,
39757,K-_bm-st,"Broome, Mowla and Melligo Sandstones",Fine- to coarse-grained sandstone; minor mudstone and conglomerate,"sandstone,conglomerate,mudstone",15593.647980094765,,,,,sandstone,,sedimentary siliciclastic,
35553,K-_ca-sp,Callawa Formation,"Very fine-grained to coarse-grained sandstone, and conglomerate","sandstone,conglomerate",112338.56072629236,,Callawa Formation,,,sandstone + conglomerate,,sedimentary siliciclastic,
34343,K-_fz-st,Frezier Sandstone,Fine- to coarse-grained sandstone; minor granule conglomerate,"sandstone,conglomerate",8501.376482801774,,Frezier Sandstone,,,sandstone,,sedimentary siliciclastic,
34432,K-_pr-sf,Parda Formation,Mudstone; interbedded fine-grained sandstone,"mudstone,sandstone",0.0,,Parda Formation,,,siltstone + sandstone,,sedimentary siliciclastic,
42272,P-LI-s,Liveringa Group,"Sandstone and siltstone, minor conglomerate, and coal","sandstone,siltstone,conglomerate",191329.46342651642,Liveringa Group,,,,,,sedimentary siliciclastic,
39345,P-_no-sf,Noonkanbah Formation,"Siltstone, shale, and sandstone; minor carbonate","siltstone,sandstone,shale,carbonate",193367.80758434205,,Noonkanbah Formation,,,siltstone + sandstone,,sedimentary siliciclastic,
41547,P-_po-st,Poole Sandstone,Quartz sandstone and minor siltstone,"sandstone,siltstone",199875.28339509945,,Poole Sandstone,,,sandstone,,sedimentary siliciclastic,
976,P_-LA-xs-k,Lamil Group,"Quartz sandstone, conglomerate, carbonate, siltstone, and shale; minor pyritic shale","sandstone,conglomerate,shale,shale,siltstone,carbonate",216770.28922926265,Lamil Group,,,,,,sedimentary siliciclastic,sedimentary carbonate
1519,P_-TAg-sg,Googhenama Formation,Granule to pebble conglomerate interbedded with fine- to coarse-grained sandstone,"conglomerate,sandstone",217944.2304747238,Tarcunyah Group,Googhenama Formation,,,conglomerate + sandstone,,sedimentary siliciclastic,
979,P_-TAw-ktsv,Waroongunyah Formation,"Dolomite, in part stromatolitic, siltstone, shale; sandstone; evaporite pseudomorphs","sandstone,shale,siltstone,evaporite",213312.30303783013,Tarcunyah Group,Waroongunyah Formation,,,carbonate + lesser siliciclastic,,sedimentary carbonate,
31123,P_-THb-shh,Broadhurst Formation,"Carbonaceous shale and siltstone, pyritic and pyrrhotitic shale, siltstone, and fine-grained sandstone","shale,siltstone,sandstone,shale,siltstone",207954.21437273562,Throssell Range Group,Broadhurst Formation,,,shale,,sedimentary siliciclastic,
968,P_-THc-stq,Coolbro Sandstone,Massive to thick-bedded quartz sandstone and minor siltstone and shale; local basal conglomerate,"sandstone,shale,siltstone,conglomerate",209989.11475313167,Throssell Range Group,Coolbro Sandstone,,,sandstone,,sedimentary siliciclastic,
969,P_-_ec-sf,Eel Creek Formation,"Mudstone, shale, siltstone, and sandstone; locally intruded by dolerite sills and dykes","mudstone,dolerite,sandstone,shale,siltstone",245162.8095996978,,Eel Creek Formation,,,siltstone + sandstone,,sedimentary siliciclastic,
38790,R-_bl-sl,Blina Shale,Siltstone and shale; minor phosphatic horizons,"shale,siltstone",208414.36878946252,,Blina Shale,,,siltstone/mudstone,,sedimentary siliciclastic,
33699,R-_er-st,Erskine Sandstone,"Fine-grained sandstone; lesser sandy shale, minor conglomerate","sandstone,conglomerate,shale",227837.24398131913,,Erskine Sandstone,,,sandstone,,sedimentary siliciclastic,
35566,R-_my-sl,Munkayarra Shale,Claystone and shale,"shale,claystone",244096.68249512665,,Munkayarra Shale,,,siltstone/mudstone,,sedimentary siliciclastic,
