,CODE,UNITNAME,DESCRIPTN,lithos,distance,GROUP_,FORMATION,MEMBER,BED,LITHNAME1,LITHNAME2,ROCKTYPE1,ROCKTYPE2
2516,A-CDa-s,Cattle Well Formation,"Sandstone, siltstone, shale, and wacke; minor felsic volcaniclastic rocks; local chert replacing stromatolitic carbonate rocks; metamorphosed","sandstone,chert,shale,siltstone,volcaniclastic,carbonate,wacke",229512.5535761873,Croydon Group,Cattle Well Formation,,,,,sedimentary siliciclastic,
209,A-CDl-st,Lalla Rookh Sandstone,"Sandstone with beds of conglomerate, and minor siltstone and shale; metamorphosed","conglomerate,sandstone,shale,siltstone",231231.1962488906,Croydon Group,Lalla Rookh Sandstone,,,sandstone,,sedimentary siliciclastic,
111,A-CE-g,Cleland Supersuite,"Monzogranite, granodiorite, and tonalite; local gabbro and dolerite; variably metamorphosed","monzogranite,dolerite,gabbro,granodiorite,tonalite",115410.98233187632,,,,,,,igneous granitic,
31086,A-CEbi-gm,Bishop Creek Monzogranite,Biotite monzogranite to granodiorite and syenogranite; fine to coarse grained; locally seriate and porphyritic; rare pegmatite dykes; weakly metamorphosed,"granodiorite,monzogranite,syenogranite,pegmatite",178521.56161808484,,Bishop Creek Monzogranite,,,monzogranite,,igneous granitic,
2319,A-CEbu-gm,Bullgarina Monzogranite,Biotite(â??muscovite) monzogranite; medium to coarse grained; weakly metamorphosed,monzogranite,177933.40803101804,,Bullgarina Monzogranite,,,monzogranite,,igneous granitic,
31343,A-CEwo-gmp,Wolline Monzogranite,Monzogranite and syenogranite; porphyritic and seriate; metamorphosed,"monzogranite,syenogranite",223185.16447843783,,Wolline Monzogranite,,,monzogranite,,igneous granitic,
1412,A-CL-mg,Callina Supersuite,Metadiorite to metasyenogranite; massive to gneissic,"metadiorite,metasyenogranite",213509.72610453595,,,,,metagranitic rock,,meta-igneous felsic intrusive,
1356,A-CLho-gf,Homeward Bound Granite,Alkali-feldspar granite; medium to coarse grained; includes local diorite and granodiorite; massive to weakly foliated; weakly metamorphosed,"granite,granodiorite,diorite",212090.91502177916,,Homeward Bound Granite,,,alkali feldspar granite,,igneous granitic,
237,A-CLow-mgi,Owens Gully Diorite,Metamorphosed quartz diorite; foliated to gneissic,diorite,210268.8608487739,,Owens Gully Diorite,,,metadiorite,,meta-igneous felsic intrusive,
436,A-CLun-mgtn,Underwood Gneiss,"Granitic gneiss and migmatite; metatonalite, metagranodiorite, and metamonzogranite banding; strongly sheared","gneiss,granitic,migmatite,metagranodiorite,metamonzogranite,metatonalite",175401.6631513757,,Underwood Gneiss,,,metatonalite,,meta-igneous felsic intrusive,
